speciesID,taxonomicOrder,alphaCode,commonName,scientificName,femaleMass_min_g,femaleMass_max_g,maleMass_min_g,maleMass_max_g,femaleWingChord_min_mm,femaleWingChord_max_mm,maleWingChord_min_mm,maleWingChord_max_mm,femaleTailLength_min_mm,femaleTailLength_max_mm,maleTailLength_min_mm,maleTailLength_max_mm,bandSize
1712,5,PFGO,Pink-footed Goose,Anser brachyrhynchus,0,0,0,0,0,0,0,0,0,0,0,0,7B
1713,7,LWFG,Lesser White-fronted Goose,Anser erythropus,0,0,0,0,0,0,0,0,0,0,0,0,7A
1716,30,OHGO,Other Hybrid Goose,,0,0,0,0,0,0,0,0,0,0,0,0,"8, 7B"
1719,8,TWFG,Tule White-fronted Goose,Anser albifrons elgasi,0,0,0,0,400,441,426,468,121,144,124,147,8
1720,28,CAGO,Canada Goose,Branta canadensis,0,0,0,0,400,525,422,548,108,166,119,172,"8, 8A"
1721,21,ACGO,Aleutian Cackling Goose,Branta hutchinsii leucopareia,0,0,0,0,351,405,362,416,101,125,107,131,"7B, 7"
1722,22,MCGO,Minima Cackling Goose,Branta hutchinsii minima,0,0,0,0,335,384,351,400,93,121,99,127,"7A, 7, 7B"
1723,23,LCGO,Large Canada Goose,Branta canadensis maxima,0,0,0,0,451,525,478,548,130,177,141,188,8
1729,27,SCGO,Small Canada/Cackling Goose,Branta canadensis parvipes,0,0,0,0,357,429,370,436,103,131,110,139,"7B, 7, 7A"
1730,17,ATBR,Atlantic Brant,Branta bernicla hrota,0,0,0,0,283,330,300,342,84,101,87,106,"7B, 7"
1731,18,BABI,Black X Atlantic Brant Intergrade,,0,0,0,0,0,0,0,0,84,101,87,106,"7A, 7, 7B"
1740,19,BLBR,Black Brant,Branta bernicla nigricans,0,0,0,0,283,330,300,342,84,101,87,106,"7A, 7, 7B"
1750,20,BRNG,Barnacle Goose,Branta leucopsis,0,0,0,0,0,0,0,0,0,0,0,0,7B
1751,29,HAGO,Hawaiian Goose,Branta sandvicensis,0,0,0,0,0,0,0,0,0,0,0,0,"8, 7B"
1760,9,EMGO,Emperor Goose,Anser canagicus,0,0,0,0,349,390,362,403,97,122,106,131,7B
1770,1,BBWD,Black-bellied Whistling-Duck,Dendrocygna autumnalis,0,0,0,0,231,256,235,260,65,76,65,76,"7A, 7"
1771,2,WIWD,West Indian Whistling-Duck,Dendrocygna arborea,0,0,0,0,0,0,0,0,0,0,0,0,7B
1780,3,FUWD,Fulvous Whistling-Duck,Dendrocygna bicolor,0,0,0,0,194,222,198,224,42,56,45,59,"7A, 7"
1782,31,MUSW,Mute Swan,Cygnus olor,0,0,0,0,495,593,543,634,187,235,200,248,9C
1790,35,WHOS,Whooper Swan,Cygnus cygnus,0,0,0,0,0,0,0,0,0,0,0,0,9
1800,33,WHSW,Whistling Swan,Cygnus columbianus columbianus,0,0,0,0,467,556,493,574,149,183,155,190,9
1801,34,BESW,Bewick's Swan,Cygnus columbianus bewickii,0,0,0,0,444,544,469,561,126,160,132,166,9
1810,32,TRUS,Trumpeter Swan,Cygnus buccinator,0,0,0,0,534,649,574,690,164,221,176,234,"9C, 9"
1820,103,AMFL,American Flamingo,Phoenicopterus ruber,0,0,0,0,363,458,380,465,120,163,124,175,"8, 8A"
1830,232,ROSP,Roseate Spoonbill,Platalea ajaja,0,0,0,0,314,348,327,362,85,106,89,110,7B
1840,227,WHIB,White Ibis,Eudocimus albus,0,0,0,0,252,286,281,308,89,106,98,120,"6, 7A"
1850,228,SCIB,Scarlet Ibis,Eudocimus ruber,0,0,0,0,0,0,0,0,0,0,0,0,6
1860,229,GLIB,Glossy Ibis,Plegadis falcinellus,0,0,0,0,245,269,270,302,91,101,99,109,6
1870,230,WFIB,White-faced Ibis,Plegadis chihi,0,0,0,0,228,250,256,279,83,96,92,104,6
1880,191,WOST,Wood Stork,Mycteria americana,0,0,0,0,427,465,454,491,137,154,152,164,8
1900,212,AMBI,American Bittern,Botaurus lentiginosus,0,0,0,0,229,266,259,298,71,90,84,103,M: 7A
1910,214,LEBI,Least Bittern,Ixobrychus exilis,0,0,0,0,107,128,109,131,36,47,37,48,4
1911,213,YEBI,Yellow Bittern,Ixobrychus sinensis,0,0,0,0,0,0,0,0,0,0,0,0,4
1920,215,GWHE,Great White Heron,Ardea herodias occidentalis,0,0,0,0,448,500,462,514,160,186,168,196,8
1940,216,GBHE,Great Blue Heron,Ardea herodias,0,0,0,0,432,483,441,507,159,194,166,203,"7B, 8"
1960,217,GREG,Great Egret,Ardea alba,0,0,0,0,329,400,346,414,123,155,136,166,"7B, 7A, 7"
1969,218,PRHE,Pacific Reef Heron,Egretta sacra,0,0,0,0,0,0,0,0,0,0,0,0,7A
1970,219,SNEG,Snowy Egret,Egretta thula,0,0,0,0,228,273,237,283,80,98,83,103,6
1980,222,REEG,Reddish Egret,Egretta rufescens,0,0,0,0,281,324,298,344,91,119,98,127,7A
1990,221,TRHE,Tricolored Heron,Egretta tricolor,0,0,0,0,226,265,239,279,73,87,78,96,6
2000,220,LBHE,Little Blue Heron,Egretta caerulea,0,0,0,0,241,264,251,274,82,99,87,103,6
2001,223,CAEG,Cattle Egret,Bubulcus ibis,0,0,0,0,226,256,232,263,75,94,79,98,6
2010,224,GRHE,Green Heron,Butorides virescens,0,0,0,0,167,197,174,203,60,75,61,79,"5, 5A, 6"
2020,225,BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,0,0,0,0,283,309,288,314,108,124,111,129,"7A, 7"
2030,226,YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,0,0,0,0,271,303,279,309,100,118,102,121,"7A, 7"
2040,292,WHCR,Whooping Crane,Grus americana,0,0,0,0,540,630,555,645,195,238,202,246,"9, 9V"
2060,289,SACR,Sandhill Crane,Antigone canadensis,0,0,0,0,421,554,443,573,154,191,157,199,"8, 8A, 9"
2061,290,MSCR,Mississippi Sandhill Crane,Antigone canadensis pulla,0,0,0,0,455,491,488,526,167,191,184,204,"8, 8A"
2070,288,LIMP,Limpkin,Aramus guarauna,0,0,0,0,298,320,311,337,124,143,130,153,"7A, 6"
2080,276,KIRA,King Rail,Rallus elegans,0,0,0,0,149,166,158,175,57,70,59,73,5
2110,275,CLRA,Clapper Rail,Rallus crepitans,0,0,0,0,127,152,135,160,53,67,57,71,"5, 4A"
2111,272,CRRA,California Ridgway's Rail,Rallus obsoletus obsoletus,0,0,0,0,133,159,143,169,55,74,59,79,5
2120,277,VIRA,Virginia Rail,Rallus limicola,68,114,68,114,93,107,99,113,35,48,38,52,"2, 3, 2A"
2131,279,YBCR,Yellow-breasted Crake,Hapalocrex flaviventer,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2"
2140,278,SORA,Sora,Porzana carolina,53,84,53,84,96,109,101,115,38,49,42,54,"2, 2A, 3"
2150,266,YERA,Yellow Rail,Coturnicops noveboracensis,0,0,0,0,78,89,80,92,28,36,29,37,"2, 1D"
2160,267,BLRA,Black Rail,Laterallus jamaicensis,0,0,0,0,63,79,64,80,28,37,28,38,"1D, 1A, 2"
2161,270,BBRA,Buff-banded Rail,Gallirallus philippensis,0,0,0,0,0,0,0,0,0,0,0,0,4
2180,281,PUGA,Purple Gallinule,Porphyrio martinicus,0,0,0,0,160,181,163,185,60,77,61,78,"4, 4A, 5"
2181,280,PUSW,Purple Swamphen,Porphyrio porphyrio,0,0,0,0,0,0,0,0,0,0,0,0,6
2190,282,COGA,Common Gallinule,Gallinula galeata,0,0,0,0,157,171,167,182,60,71,66,78,"5A, 6, 5"
2191,283,HAGA,Hawaiian Gallinule,Gallinula galeata sandvicensis,0,0,0,0,0,0,0,0,0,0,0,0,"5, 6"
2192,284,MCMO,Mariana Common Moorhen,Gallinula chloropus guami,0,0,0,0,0,0,0,0,0,0,0,0,"5, 6"
2201,285,HACO,Hawaiian Coot,Fulica alai,0,0,0,0,0,0,0,0,0,0,0,0,"6, 5A, 5"
2210,286,AMCO,American Coot,Fulica americana,0,0,0,0,162,192,176,204,45,56,47,59,"6, 5A, 5"
2211,287,CARC,Caribbean Coot,Fulica caribaea,0,0,0,0,0,0,0,0,0,0,0,0,6
2220,370,REPH,Red Phalarope,Phalaropus fulicarius,0,0,0,0,128,139,119,131,61,72,58,68,1A
2230,369,RNPH,Red-necked Phalarope,Phalaropus lobatus,0,0,0,0,105,117,101,112,46,54,44,52,1B
2240,368,WIPH,Wilson's Phalarope,Phalaropus tricolor,0,0,0,0,126,138,115,126,53,60,47,54,"1D, 1A, 2"
2250,295,AMAV,American Avocet,Recurvirostra americana,0,0,0,0,211,239,215,243,76,92,87,104,"4, 4A"
2260,293,BNST,Black-necked Stilt,Himantopus mexicanus,0,0,0,0,206,229,215,239,64,74,67,78,"3A, 4, 4A"
2261,294,HAST,Hawaiian Stilt,Himantopus mexicanus knudseni,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
2270,366,EUWO,Eurasian Woodcock,Scolopax rusticola,0,0,0,0,0,0,0,0,0,0,0,0,3
2280,367,AMWO,American Woodcock,Scolopax minor,128,233,105,186,129,142,118,129,58,66,55,63,3
2290,362,COSN,Common Snipe,Gallinago gallinago,0,0,0,0,0,0,0,0,0,0,0,0,"3, 3B"
2300,363,WISN,Wilson's Snipe,Gallinago delicata,90,126,90,126,118,133,120,135,50,59,53,61,"3, 3B, 3A, 2"
2301,364,PTSN,Pin-tailed Snipe,Gallinago stenura,0,0,0,0,0,0,0,0,0,0,0,0,3
2302,365,SWSN,Swinhoe's Snipe,Gallinago megala,0,0,0,0,0,0,0,0,0,0,0,0,3
2310,360,SBDO,Short-billed Dowitcher,Limnodromus griseus,60,140,60,140,134,156,132,153,52,61,50,59,"2, 2A"
2320,361,LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,0,0,0,0,137,152,133,147,53,61,51,59,"2, 2A"
2330,343,STSA,Stilt Sandpiper,Calidris himantopus,0,0,0,0,125,139,122,135,45,53,44,52,"1A, 1D"
2340,338,REKN,Red Knot,Calidris canutus,0,0,0,0,152,175,148,170,61,70,59,68,"2, 2A"
2341,339,RRKN,Rufa Red Knot,Calidris canutus rufa,0,0,0,0,152,175,148,170,61,70,59,68,"2, 2A"
2350,351,PUSA,Purple Sandpiper,Calidris maritima,0,0,0,0,121,137,117,133,50,61,49,60,"1A, 1D, 2"
2360,350,ROSA,Rock Sandpiper,Calidris ptilocnemis,0,0,0,0,113,140,111,135,47,65,46,63,"2, 1D"
2380,342,SHAS,Sharp-tailed Sandpiper,Calidris acuminata,0,0,0,0,119,132,128,140,48,58,51,62,"1A, 1D"
2390,357,PESA,Pectoral Sandpiper,Calidris melanotos,0,0,0,0,123,131,135,146,51,60,57,67,"1A, 1D, 2"
2400,355,WRSA,White-rumped Sandpiper,Calidris fuscicollis,0,0,0,0,117,126,115,124,47,55,46,54,"1A, 1B"
2410,352,BASA,Baird's Sandpiper,Calidris bairdii,30,53,30,53,117,127,114,124,47,54,45,52,"1B, 1A"
2420,354,LESA,Least Sandpiper,Calidris minutilla,19,31,15,42,84,94,81,90,34,42,33,41,"1, 1B, 1C"
2422,347,RNST,Red-necked Stint,Calidris ruficollis,0,0,0,0,97,105,93,102,39,49,38,48,"1, 1B, 1C"
2423,345,LTST,Long-toed Stint,Calidris subminuta,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1B"
2430,349,DUNL,Dunlin,Calidris alpina,40,72,40,72,106,128,102,125,45,56,41,55,"1A, 1B, 1D"
2440,344,CUSA,Curlew Sandpiper,Calidris ferruginea,0,0,0,0,121,130,119,128,42,52,41,51,1A
2450,346,SPOS,Spoon-billed Sandpiper,Calidris pygmea,0,0,0,0,0,0,0,0,0,0,0,0,1A
2460,358,SESA,Semipalmated Sandpiper,Calidris pusilla,17,39,17,39,92,102,89,99,36,45,35,44,"1B, 1"
2470,359,WESA,Western Sandpiper,Calidris mauri,0,0,0,0,93,102,90,99,38,46,37,45,"1B, 1"
2480,348,SAND,Sanderling,Calidris alba,39,87,39,87,117,129,113,125,46,57,44,54,"1A, 1D"
2490,335,MAGO,Marbled Godwit,Limosa fedoa,0,0,0,0,210,245,201,234,75,94,73,91,4
2500,334,BARG,Bar-tailed Godwit,Limosa lapponica,0,0,0,0,195,247,183,232,68,88,65,83,M: 4
2510,333,HUGO,Hudsonian Godwit,Limosa haemastica,0,0,0,0,207,222,195,210,72,83,68,79,3A
2520,332,BLAG,Black-tailed Godwit,Limosa limosa,0,0,0,0,0,0,0,0,0,0,0,0,4
2532,322,CGRE,Common Greenshank,Tringa nebularia,0,0,0,0,0,0,0,0,0,0,0,0,"3, 3B, 3A"
2540,323,GRYE,Greater Yellowlegs,Tringa melanoleuca,0,0,0,0,179,200,177,198,69,83,69,83,"3, 3B"
2550,325,LEYE,Lesser Yellowlegs,Tringa flavipes,47,108,47,108,148,167,145,163,58,66,57,66,"2, 2A"
2560,319,SOSA,Solitary Sandpiper,Tringa solitaria,40,61,40,61,126,147,121,140,51,62,49,59,"1A, 1D, 2"
2561,327,WOSA,Wood Sandpiper,Tringa glareola,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2, 1D, 1A"
2562,326,MASA,Marsh Sandpiper,Tringa stagnatilis,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2, 1D"
2580,324,WILL,Willet,Tringa semipalmata,0,0,0,0,183,225,174,216,64,88,61,86,"4, 4A, 3A"
2590,321,WATA,Wandering Tattler,Tringa incana,0,0,0,0,167,183,161,177,68,81,66,78,"3, 2, 2A"
2591,320,GTTA,Gray-tailed Tattler,Tringa brevipes,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2, 2A"
2600,341,RUFF,Ruff,Calidris pugnax,0,0,0,0,143,161,171,192,50,60,62,73,"3, 2A"
2610,328,UPSA,Upland Sandpiper,Bartramia longicauda,0,0,0,0,159,178,153,170,78,90,74,88,"3, 2A"
2620,356,BBSA,Buff-breasted Sandpiper,Calidris subruficollis,0,0,0,0,119,130,126,135,52,58,55,62,1A
2630,318,SPSA,Spotted Sandpiper,Actitis macularius,34,61,31,58,99,110,95,105,47,53,46,52,"1B, 1A"
2631,317,COSA,Common Sandpiper,Actitis hypoleucos,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
2640,331,LBCU,Long-billed Curlew,Numenius americanus,0,0,0,0,262,304,251,293,101,134,97,130,"5, 4A, 5A"
2650,329,WHIM,Whimbrel,Numenius phaeopus,0,0,0,0,229,269,219,260,87,103,84,101,"4, 4A"
2680,330,BTCU,Bristle-thighed Curlew,Numenius tahitiensis,0,0,0,0,237,266,233,255,89,107,85,103,"4A, 5"
2690,298,NOLA,Northern Lapwing,Vanellus vanellus,0,0,0,0,0,0,0,0,0,0,0,0,5
2691,313,EUDO,Eurasian Dotterel,Charadrius morinellus,0,0,0,0,141,157,135,151,61,74,60,72,"1B, 1A"
2700,299,BBPL,Black-bellied Plover,Pluvialis squatarola,0,0,0,0,179,208,179,208,60,78,62,81,"3, 3B, 3A"
2710,300,EUGP,European Golden-Plover,Pluvialis apricaria,0,0,0,0,0,0,0,0,0,0,0,0,"2, 3"
2720,301,AMGP,American Golden-Plover,Pluvialis dominica,0,0,0,0,168,183,168,183,57,72,59,73,"3, 2A, 2"
2721,302,PAGP,Pacific Golden-Plover,Pluvialis fulva,0,0,0,0,154,170,155,171,54,68,55,69,"3, 2A, 2"
2729,303,LEGP,Lesser Golden-Plover,,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2A, 2"
2730,311,KILL,Killdeer,Charadrius vociferus,30,130,30,130,154,170,151,167,87,103,87,103,"2, 2A, 1D"
2740,309,SEPL,Semipalmated Plover,Charadrius semipalmatus,27,64,27,64,111,131,110,130,47,57,47,57,"1A, 1B, 1D"
2750,308,CRPL,Common Ringed Plover,Charadrius hiaticula,0,0,0,0,119,137,119,137,50,63,49,61,"1A, 1B"
2770,310,PIPL,Piping Plover,Charadrius melodus,41,59,41,59,110,119,115,126,46,55,49,59,"1A, 1B"
2780,305,SNPL,Snowy Plover,Charadrius nivosus,0,0,0,0,98,110,99,111,39,50,40,51,1P
2781,306,WSPL,Western Snowy Plover,Charadrius nivosus nivosus,0,0,0,0,98,110,99,111,39,50,40,51,1P
2790,304,LRSP,Lesser Sand-Plover,Charadrius mongolus,0,0,0,0,128,145,127,144,45,53,45,53,3
2800,307,WIPL,Wilson's Plover,Charadrius wilsonia,0,0,0,0,111,125,110,124,44,52,45,53,"1D, 1A, 2"
2810,312,MOPL,Mountain Plover,Charadrius montanus,0,0,0,0,139,154,139,154,59,70,59,71,"2, 3"
2820,340,SURF,Surfbird,Calidris virgata,0,0,0,0,162,178,167,183,63,70,62,69,"2A, 3, 2"
2830,336,RUTU,Ruddy Turnstone,Arenaria interpres,0,0,77,147,140,158,138,156,54,67,53,65,"2A, 2, 3"
2840,337,BLTU,Black Turnstone,Arenaria melanocephala,0,0,0,0,141,159,139,154,58,66,57,64,"2A, 2"
2860,296,AMOY,American Oystercatcher,Haematopus palliatus,0,0,0,0,243,273,238,267,95,110,91,107,"5A, 5, 6"
2870,297,BLOY,Black Oystercatcher,Haematopus bachmani,0,0,0,0,235,260,233,257,79,92,76,89,"5, 5A"
2880,316,NOJA,Northern Jacana,Jacana spinosa,0,0,0,0,127,140,111,126,42,51,37,45,3A
3120,470,BTPI,Band-tailed Pigeon,Patagioenas fasciata,260,440,280,470,198,223,207,230,122,141,127,147,"5, 5A"
3121,468,PLPI,Plain Pigeon,Patagioenas inornata,0,0,0,0,0,0,0,0,0,0,0,0,5
3122,469,PRPP,Puerto Rican Plain Pigeon,Patagioenas inornata wetmorei,0,0,0,0,0,0,0,0,0,0,0,0,5
3130,467,RBPI,Red-billed Pigeon,Patagioenas flavirostris,250,320,330,410,180,199,185,207,105,127,112,126,5
3140,466,WCPI,White-crowned Pigeon,Patagioenas leucocephala,190,265,220,300,170,195,178,204,111,134,113,145,"4, 4A"
3141,465,SNPI,Scaly-naped Pigeon,Patagioenas squamosa,0,0,0,0,0,0,0,0,0,0,0,0,5
3151,474,SPDO,Spotted Dove,Streptopelia chinensis,135,185,135,185,143,157,147,162,125,141,129,148,"3A, 4"
3152,472,AFCD,African Collared-Dove,Streptopelia roseogrisea,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
3153,475,ZEBD,Zebra Dove,Geopelia striata,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2"
3154,480,WTGD,White-throated Ground Dove,Pampusana xanthonura,0,0,0,0,0,0,0,0,0,0,0,0,"4, 3A"
3155,484,MAFD,Mariana Fruit Dove,Ptilinopus roseicapilla,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 3B"
3158,471,PHTD,Philippine Turtle-Dove,Streptopelia bitorquata,0,0,0,0,0,0,0,0,0,0,0,0,"4, 3A"
3159,473,ECDO,Eurasian Collared-Dove,Streptopelia decaocto,125,175,125,175,172,182,177,188,127,144,134,151,"4A, 4"
3160,493,MODO,Mourning Dove,Zenaida macroura,88,119,101,135,129,152,135,158,114,148,129,163,"3A, 3B"
3161,492,EADO,Eared Dove,Zenaida auriculata,0,0,0,0,0,0,0,0,0,0,0,0,3A
3170,491,ZEND,Zenaida Dove,Zenaida aurita,0,0,0,0,0,0,0,0,0,0,0,0,"4, 3A"
3180,488,WTDO,White-tipped Dove,Leptotila verreauxi,140,190,165,220,133,153,140,158,95,114,96,116,"3A, 4, 3B"
3181,489,CADO,Caribbean Dove,Leptotila jamaicensis,0,0,0,0,0,0,0,0,0,0,0,0,3A
3190,490,WWDO,White-winged Dove,Zenaida asiatica,125,165,135,180,142,166,146,172,92,124,97,130,"4, 3A"
3200,477,COGD,Common Ground Dove,Columbina passerina,27,47,27,47,80,90,80,91,55,63,57,66,"2, 1D"
3201,478,RUGD,Ruddy Ground Dove,Columbina talpacoti,37,55,37,55,80,92,83,94,53,63,57,67,2
3210,476,INDO,Inca Dove,Columbina inca,35,55,35,55,87,95,86,94,85,102,85,103,"2, 3"
3220,486,KWQD,Key West Quail-Dove,Geotrygon chrysia,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 4"
3221,479,RUQD,Ruddy Quail-Dove,Geotrygon montana,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 4, 3B"
3222,487,BRQD,Bridled Quail-Dove,Geotrygon mystacea,0,0,0,0,0,0,0,0,0,0,0,0,"3A, 4"
3240,235,CALC,California Condor,Gymnogyps californianus,0,0,0,0,740,825,725,810,320,380,295,360,8V
3250,234,TUVU,Turkey Vulture,Cathartes aura,0,0,0,0,464,553,461,544,230,294,227,286,8V
3260,233,BLVU,Black Vulture,Coragyps atratus,0,0,0,0,406,451,408,450,167,211,170,214,8V
3270,238,STKI,Swallow-tailed Kite,Elanoides forficatus,0,0,0,0,432,449,423,439,338,368,322,354,6
3271,237,HBKI,Hook-billed Kite,Chondrohierax uncinatus,0,0,0,0,266,318,262,313,183,222,172,210,"6, 7A"
3280,239,WTKI,White-tailed Kite,Elanus leucurus,0,0,0,0,298,327,297,326,171,192,170,191,"6, 5"
3290,241,MIKI,Mississippi Kite,Ictinia mississippiensis,0,0,0,0,299,320,284,305,154,172,148,166,5
3300,240,SNKI,Snail Kite,Rostrhamus sociabilis,0,0,0,0,329,377,324,370,166,196,158,188,6
3310,243,NOHA,Northern Harrier,Circus hudsonius,303,664,270,481,362,400,322,360,223,254,195,229,"M: 4, 4A"
3320,244,SSHA,Sharp-shinned Hawk,Accipiter striatus,128,232,75,140,188,210,160,180,148,165,124,142,"M: 2, 3"
3321,245,PSSH,Puerto Rican Sharp-shinned Hawk,Accipiter striatus venator,0,0,0,0,0,0,0,0,0,0,0,0,"M: 2, 3"
3330,246,COHA,Cooper's Hawk,Accipiter cooperii,349,666,272,457,244,283,215,248,197,235,171,205,"M: 4, 4A, 5"
3340,247,UNGO,Unspecified Northern Goshawk,,734,1301,607,1075,336,387,302,346,242,299,207,260,"M: 6, 7A"
3350,250,HRSH,Harris's Hawk,Parabuteo unicinctus,0,0,0,0,329,385,298,342,234,274,211,251,"7A, 7B, 6"
3370,261,RTHA,Red-tailed Hawk,Buteo jamaicensis,641,1726,641,1726,339,455,321,430,199,263,187,250,"7B, 7D, 7A"
3380,262,HRLH,Harlan's Hawk,Buteo jamaicensis harlani,0,0,0,0,380,450,355,421,210,263,199,250,"7B, 7A, 7D"
3390,252,RSHA,Red-shouldered Hawk,Buteo lineatus,439,895,439,895,287,360,272,341,173,236,163,223,"6, 5, 7A"
3400,259,ZTHA,Zone-tailed Hawk,Buteo albonotatus,0,0,0,0,404,436,374,399,213,253,196,236,"7A, 6"
3410,258,WTHA,White-tailed Hawk,Geranoaetus albicaudatus,0,0,0,0,413,457,397,437,163,225,151,212,"7A, 7B"
3420,257,SWHA,Swainson's Hawk,Buteo swainsoni,0,0,0,0,382,432,360,408,195,233,185,222,"M: 7A, 6"
3430,253,BWHA,Broad-winged Hawk,Buteo platypterus,381,559,295,387,258,296,246,282,152,188,140,175,"5, 6"
3431,251,ROHA,Roadside Hawk,Rupornis magnirostris,0,0,0,0,0,0,0,0,0,0,0,0,5
3432,254,PBWH,Puerto Rican Broad-winged Hawk,Buteo platypterus brunnescens,0,0,0,0,0,0,0,0,0,0,0,0,6
3440,256,STHA,Short-tailed Hawk,Buteo brachyurus,0,0,0,0,287,342,267,318,146,188,133,173,6
3441,260,HWHA,Hawaiian Hawk,Buteo solitarius,0,0,0,0,0,0,0,0,0,0,0,0,"6, 7A"
3450,249,CBHA,Common Black Hawk,Buteogallus anthracinus,0,0,0,0,357,395,343,378,189,238,180,229,"7A, 6"
3460,255,GRHA,Gray Hawk,Buteo plagiatus,0,0,0,0,256,293,239,273,165,195,153,180,"6, 7A"
3470,264,RLHA,Rough-legged Hawk,Buteo lagopus,0,0,0,0,420,448,378,425,208,250,194,234,"M: 7A, 7B, 6"
3480,263,FEHA,Ferruginous Hawk,Buteo regalis,0,0,0,0,434,466,417,446,226,264,217,255,"7D, 8, 7B, 7A"
3490,265,GOEA,Golden Eagle,Aquila chrysaetos,0,0,0,0,595,680,551,631,337,389,316,364,"9, 9A, 9C"
3520,242,BAEA,Bald Eagle,Haliaeetus leucocephalus,0,0,0,0,551,678,509,629,257,392,228,363,"9, 8A, 9A"
3540,626,GYRF,Gyrfalcon,Falco rusticolus,0,0,0,0,380,422,344,387,207,246,183,216,7B
3550,628,PRFA,Prairie Falcon,Falco mexicanus,0,0,0,0,329,360,291,320,176,200,154,178,"M: 6, 7A, 5"
3560,627,PEFA,Peregrine Falcon,Falco peregrinus,590,1063,423,788,331,376,291,330,156,194,129,167,"M: 6, 7A"
3570,624,MERL,Merlin,Falco columbarius,165,281,122,216,199,227,178,209,120,142,109,129,"M: 3, 3B, 3A"
3590,625,APFA,Aplomado Falcon,Falco femoralis,0,0,0,0,279,314,248,278,188,211,172,196,M: 4
3591,622,EUKE,Eurasian Kestrel,Falco tinnunculus,0,0,0,0,0,0,0,0,0,0,0,0,"3B, 4"
3600,623,AMKE,American Kestrel,Falco sparverius,90,168,82,153,167,204,161,198,102,144,99,142,"3B, 3A, 3"
3620,620,CRCA,Crested Caracara,Caracara plancus,0,0,0,0,362,418,350,406,210,242,204,233,"7A, 7B"
3621,621,ACCA,Audubon's Crested Caracara,Caracara plancus audubonii,0,0,0,0,362,418,350,406,210,242,204,233,"7A, 7B"
3640,236,OSPR,Osprey,Pandion haliaetus,0,0,0,0,453,526,433,492,200,238,184,223,"8, 7D"
3650,503,BNOW,Barn Owl,Tyto alba,439,655,380,538,300,357,297,352,126,157,123,153,"6, 7A"
3651,504,AFOW,Ashy-faced Owl,Tyto glaucops,0,0,0,0,0,0,0,0,0,0,0,0,"6, 7A"
3660,524,LEOW,Long-eared Owl,Asio otus,230,370,195,330,273,304,266,299,139,165,134,156,"6, 5"
3670,525,SEOW,Short-eared Owl,Asio flammeus,290,470,230,390,305,331,298,326,138,166,135,162,6
3680,522,BDOW,Barred Owl,Strix varia,650,1100,500,800,318,357,305,340,192,251,186,243,"7B, 7D"
3686,518,SBOH,Spotted X Barred Owl Hybrid,,510,1100,450,800,300,357,293,340,176,251,169,243,7B
3690,517,SPOW,Spotted Owl,Strix occidentalis,510,740,450,650,300,347,293,339,176,228,169,221,7B
3691,519,CSOW,California Spotted Owl,Strix occidentalis occidentalis,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 7A"
3692,520,NSOW,Northern Spotted Owl,Strix occidentalis caurina,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 7A"
3693,521,MSOW,Mexican Spotted Owl,Strix occidentalis lucida,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 7A"
3700,523,GGOW,Great Gray Owl,Strix nebulosa,850,1650,600,1100,407,460,389,437,279,327,267,315,8
3710,526,BOOW,Boreal Owl,Aegolius funereus,120,210,95,160,173,198,163,179,95,117,91,107,"5, 6"
3720,527,NSWO,Northern Saw-whet Owl,Aegolius acadicus,80,135,65,105,129,147,123,140,65,77,61,73,"4, 3A, 4A"
3730,507,EASO,Eastern Screech-Owl,Megascops asio,105,250,95,230,140,173,136,151,67,89,63,84,"5, 4A, 4"
3731,508,WHSO,Whiskered Screech-Owl,Megascops trichopsis,80,113,72,96,136,150,134,148,69,76,64,72,"4, 3A"
3732,506,WESO,Western Screech-Owl,Megascops kennicottii,105,240,87,215,147,193,143,185,74,99,70,96,"5, 4A, 4"
3734,509,PURO,Puerto Rican Owl,Gymnasio nudipes,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
3740,505,FLOW,Flammulated Owl,Psiloscops flammeolus,48,72,45,68,124,145,122,138,58,67,56,64,"3, 3B, 2"
3750,510,GHOW,Great Horned Owl,Bubo virginianus,1000,2300,700,2000,344,400,325,383,196,246,183,232,"8, 8A, 9, 7D"
